"","MayorID","FullName","LastName","FirstName","GenderMale","GenderFemale","RaceWhite","RaceBlack","RaceHispanic","RaceOther","PartyRepublican","PartyDemocrat","PartyNonPartisan","PartyOther","Ideology","IdeologySD","LastElectionDate","PercentVote","YearsCurrentPosition","CityManager","CouncilManager","MayorCouncil","Title","CityID","CityName","CityNameFull","CensusID","CensusID2","State","StateAB","Region","Division","StateFIPS","Population","Latitude","Longitude","CityAge","CityMale","CityFemale","CityWhite","CityBlack","CityHispanic","CityOwner","CityRenter","GovWebsite","FacebookPageName","FacebookPageID","FacebookLink","TwitterHandle","TwitterLink"
"1038","1039","Ian Baltutis","Baltutis","Ian",1,0,1,0,0,0,NA,NA,NA,NA,0.10130444,0.13178043,NA,NA,NA,NA,NA,NA,"Mayor","1039","Burlington","City of Burlington","1600000US3709060","3709060","North Carolina","NC","3","5","37",49963,36.0826,-79.4597,38.3,46.8,53.2,57.6,28,16,55.2,44.8,"https://www.burlingtonnc.gov/","ian.baltutis",NA,"https://www.facebook.com/ian.baltutis?ref=br_rs","ian_baltutis","twitter.com/Ian_Baltutis"
"1039","1040","C Bruce Rose","Rose","C Bruce",1,0,1,0,0,0,0,1,0,0,-0.0130539,0.14440344,NA,NA,NA,NA,NA,NA,"Mayor","1040","Wilson","City of Wilson","1600000US3774540","3774540","North Carolina","NC","3","5","37",49167,35.7346,-77.9315,37.2,46.6,53.4,42.9,47.9,9.4,50.3,49.7,"www.wilson-co.com/",NA,NA,NA,NA,NA
"1040","1041","Darrell Hinnant","Hinnant","Darrell",1,0,1,0,0,0,1,0,0,0,0.25185128,0.14238337,NA,NA,NA,NA,NA,NA,"Mayor","1041","Kannapolis","City of Kannapolis","1600000US3735200","3735200","North Carolina","NC","3","5","37",42625,35.4766,-80.6386,35.6,47.9,52.1,68.5,20.3,12.1,62.8,37.2,"www.kannapolisnc.gov/","hinnantformayor","134538093422393","https://www.facebook.com/hinnantformayor/?ref=br_rs","hinnantformayor","twitter.com/hinnantformayor"
"1041","1042","Lance Olive","Olive","Lance",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mayor","1042","Apex","Town of Apex","1600000US3701520","3701520","North Carolina","NC","3","5","37",37476,35.7282,-78.8625,34.3,48.6,51.4,79.5,7.6,7.1,74.7,25.3,"https://www.apexnc.org/","mayorlanceolive","1422545298042168","https://www.facebook.com/mayorlanceolive/?ref=br_rs","lanceolive","twitter.com/lanceolive"
"1042","1043","Hank Guess","Guess","Hank",1,0,1,0,0,0,NA,NA,NA,NA,0.17399308,0.13763611,NA,NA,NA,NA,NA,NA,"Mayor","1043","Hickory","City of Hickory","1600000US3731060","3731060","North Carolina","NC","3","5","37",40010,35.7415,-81.3238,37.7,47.7,52.3,74.9,14.3,11.4,54.1,45.9,"www.hickorync.gov/","hank.guess.1",NA,"https://www.facebook.com/hank.guess.1?ref=br_rs",NA,NA
"1043","1044","Vivian Jones","Jones","Vivian",0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mayor","1044","Wake Forest","Town of Wake Forest","1600000US3770540","3770540","North Carolina","NC","3","5","37",30117,35.9887,-78.5367,34.2,48.1,51.9,77.3,15.3,5.6,72.8,27.2,"https://www.wakeforestnc.gov/","mayorjonesWF",NA,"https://www.facebook.com/mayorjonesWF?ref=br_rs",NA,NA
"1044","1045","Michael Alvarez","Alvarez","Michael",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mayor","1045","Indian Trail","Town of Indian Trail","1600000US3733560","3733560","North Carolina","NC","3","5","37",33518,35.0664,-80.6475,33.7,49.1,50.9,81,10,10.9,86,14,"https://www.indiantrail.org/","Michael-L-Alvarez-Mayor-of-Indian-Trail-NC-126588714099469",NA,"https://www.facebook.com/Michael-L-Alvarez-Mayor-of-Indian-Trail-NC-126588714099469/?ref=br_rs",NA,NA
"1045","1046","Miles Atkins","Atkins","Miles",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mayor","1046","Mooresville","Town of Mooresville","1600000US3744220","3744220","North Carolina","NC","3","5","37",32711,35.5852,-80.8241,34.2,48.5,51.5,80.2,10.9,6.9,64,36,"https://www.ci.mooresville.nc.us/","milesatkinsformayor","199853003379896","https://www.facebook.com/milesatkinsformayor/?ref=br_rs","milesatkins","twitter.com/MilesAtkins"
"1046","1047","Chuck Allen","Allen","Chuck",1,0,1,0,0,0,NA,NA,NA,NA,0.07822819,0.13764249,NA,NA,NA,NA,NA,NA,"Mayor","1047","Goldsboro","City of Goldsboro","1600000US3726880","3726880","North Carolina","NC","3","5","37",36437,35.38,-77.9732,36.1,48.5,51.5,39.2,54.3,4.3,41.7,58.3,"www.goldsboronc.gov/","MayorChuckAllen","871837062912334","https://www.facebook.com/MayorChuckAllen/?ref=br_rs",NA,NA
"1047","1048","Bobby Kilgore","Kilgore","Bobby",1,0,1,0,0,0,0,1,0,0,0.14857942,0.15029253,NA,NA,NA,NA,NA,NA,"Mayor","1048","Monroe","City of Monroe","1600000US3743920","3743920","North Carolina","NC","3","5","37",32797,35.0016,-80.5613,32.5,49.2,50.8,52,25.2,29.4,56.5,43.5,"https://www.monroenc.org/",NA,NA,NA,NA,NA
"1048","1049","Al Heggins","Heggins","Al",0,1,0,1,0,0,NA,NA,NA,NA,-0.0988174,0.1459616,NA,NA,NA,NA,NA,NA,"Mayor","1049","Salisbury","City of Salisbury","1600000US3758860","3758860","North Carolina","NC","3","5","37",33662,35.6658,-80.4911,36.2,49.5,50.5,52.4,37.7,10.6,51.6,48.4,"salisburync.gov/","MayorAlHeggins","321735951618882","https://www.facebook.com/MayorAlHeggins/?ref=br_rs","alheggins","twitter.com/AlHeggins"
"1049","1050","Dick Sears","Sears","Dick",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1050","Holly Springs",NA,"1600000US3732260","3732260","North Carolina","NC","3","5","37",24661,35.6541,-78.8385,33.1,48.6,51.4,79.8,12.6,6.3,87.4,12.6,"https://www.hollyspringsnc.us/","mayorDickSears",NA,"https://www.facebook.com/mayorDickSears/?ref=br_rs",NA,NA
"1050","1051","Paul Bailey","Bailey","Paul",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1051","Matthews",NA,"1600000US3741960","3741960","North Carolina","NC","3","5","37",27198,35.1197,-80.7133,40.3,48.1,51.9,81.8,9.6,5.8,72.6,27.4,"www.matthewsnc.gov/","PaulBaileyMatthewsMayor","1938501606363640","https://www.facebook.com/PaulBaileyMatthewsMayor/?ref=br_rs",NA,NA
"1051","1052","Dana Outlaw","Outlaw","Dana",1,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Mayor","1052","New Bern","City of New Bern","1600000US3746340","3746340","North Carolina","NC","3","5","37",29524,35.0926,-77.0718,38.8,46.7,53.3,57.9,33.2,5.8,54.1,45.9,"www.newbern-nc.org/","mayordanaoutlaw","157238874462722","https://www.facebook.com/mayordanaoutlaw/?ref=br_rs",NA,NA
"1052","1053","Tim Mahoney","Mahoney","Tim",1,0,1,0,0,0,0,1,0,0,-0.0755786,0.1034807,NA,NA,NA,NA,NA,NA,"Mayor","1053","Fargo","City of Fargo","1600000US3825700","3825700","North Dakota","ND","2","4","38",105549,46.8652,-96.829,30.2,50.4,49.6,90.2,2.7,2.2,45.8,54.2,"https://fargond.gov/","mahoneyformayor","795997033781461","https://www.facebook.com/mahoneyformayor/?ref=br_rs","timmahoney67a","twitter.com/TimMahoney67A"
"1053","1054","Mike Seminary","Seminary","Mike",1,0,1,0,0,0,NA,NA,NA,NA,0.07803631,0.12344206,NA,NA,NA,NA,NA,NA,"Mayor","1054","Bismarck","City of Bismarck","1600000US3807200","3807200","North Dakota","ND","2","4","38",61272,46.811,-100.77,38,48.6,51.4,92.4,0.7,1.3,62.8,37.2,"https://www.bismarcknd.gov/","seminaryformayor","209303375932748","https://www.facebook.com/seminaryformayor/?ref=br_rs",NA,NA
"1054","1055","Michael Brown","Brown","Michael",1,0,1,0,0,0,NA,NA,NA,NA,0.08432373,0.14156716,NA,NA,NA,NA,NA,NA,"Mayor","1055","Grand Forks","City of Grand Forks","1600000US3832060","3832060","North Dakota","ND","2","4","38",52838,47.9128,-97.075,28.4,51.2,48.8,89.7,2,2.8,47.3,52.7,"www.grandforksgov.com/","Brown for Mayor",NA,"https://www.facebook.com/Brown-for-Mayor-1694008040864774/",NA,NA
"1055","1056","Chuck Barney","Barney","Chuck",1,0,1,0,0,0,NA,NA,NA,NA,0.24209842,0.12967655,NA,NA,NA,NA,NA,NA,"Mayor","1056","Minot","City of Minot","1600000US3853380","3853380","North Dakota","ND","2","4","38",40888,48.2339,-101.291,33.8,49.3,50.7,90.2,2.3,2.7,60.7,39.3,"https://www.minotnd.org/","chuck.barney",NA,"https://www.facebook.com/chuck.barney",NA,NA
"1056","1057","Rich Mattern","Mattern","Rich",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1057","West Fargo",NA,"1600000US3884780","3884780","North Dakota","ND","2","4","38",25830,46.8563,-96.9051,32.6,49.6,50.4,93.5,2,1.8,66.5,33.5,"https://www.minotnd.org/","Matternformayor",NA,"https://www.facebook.com/matternformayor","richmattern","twitter.com/RichMattern"
"1057","1058","Daniel Horrigan","Horrigan","Daniel",1,0,1,0,0,0,NA,NA,NA,NA,-0.2284451,0.07500347,NA,NA,NA,NA,NA,NA,"Mayor","1058","Akron","City of Akron","1600000US3901000","3901000","Ohio","OH","2","3","39",199110,41.0805,-81.5214,35.7,48.3,51.7,62.2,31.5,2.1,54.5,45.5,"www.akronohio.gov/","Akronohio","139561179458303","https://www.facebook.com/AkronOhio/?hc_ref=ARScV3d49ENemHzAEV1OpHJ26CMoA4PiUzqAm0htoLgs51cdKeYqinI93-YcOjIUhAM&fref=nf","danielmhorrigan","twitter.com/DanielMHorrigan"
"1058","1059","Bob Stone","Stone","Bob",1,0,1,0,0,0,NA,NA,NA,NA,0.22858997,0.13335086,NA,NA,NA,NA,NA,NA,"Mayor","1059","Beavercreek","City of Beavercreek","1600000US3904720","3904720","Ohio","OH","2","3","39",45193,39.7323,-84.0594,40.4,49.9,50.1,88.5,2.5,2.6,74.1,25.9,"https://www.beavercreekohio.gov/",NA,NA,NA,NA,NA
"1059","1060","N/A N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02102345,0.14616955,NA,NA,NA,NA,NA,NA,NA,"1060","Boardman",NA,"1600000US3907454","3907454","Ohio","OH","2","3","39",35376,41.0331,-80.6656,43.8,47.6,52.4,89.6,6.4,3.3,68.5,31.5,"www.boardmantwp.com/",NA,NA,NA,NA,NA
"1060","1061","Richard Edwards","Edwards","Richard",1,0,1,0,0,0,NA,NA,NA,NA,-0.1518093,0.15377543,NA,NA,NA,NA,NA,NA,"Mayor","1061","Bowling Green","City of Bowling Green","1600000US3907972","3907972","Ohio","OH","2","3","39",30028,41.3777,-83.6496,23.2,48,52,87.6,6.4,4.8,39.9,60.1,"https://www.bgohio.org/","MayorRichardEdwards","697258760418424","https://www.facebook.com/MayorRichardEdwards",NA,NA
"1061","1062","Ron Falconi","Falconi","Ron",1,0,0,0,0,1,NA,NA,NA,NA,0.16809164,0.13368893,NA,NA,NA,NA,NA,NA,"Mayor","1062","Brunswick","City of Brunswick","1600000US3909680","3909680","Ohio","OH","2","3","39",34255,41.2483,-81.8166,39.1,49.1,50.9,95.5,1.2,2.3,78.6,21.4,"www.brunswick.oh.us/","Mayor-Ron-Falconi-220912517995021",NA,"https://www.facebook.com/Mayor-Ron-Falconi-220912517995021/",NA,NA
"1062","1063","Thomas Bernabei","Bernabei","Thomas",1,0,1,0,0,0,NA,NA,NA,NA,-0.1299297,0.11348938,NA,NA,NA,NA,NA,NA,"Mayor","1063","Canton","City of Canton","1600000US3912000","3912000","Ohio","OH","2","3","39",73007,40.8076,-81.3672,35.6,47.4,52.6,69.1,24.2,2.6,53.3,46.7,"https://cantonohio.gov/","CityofCantonOhio","279669202177703","https://www.facebook.com/CityofCantonOhio","thecityofcanton","https://twitter.com/TheCityofCanton"
"1063","1064","John Cranley","Cranley","John",1,0,1,0,0,0,0,1,0,0,-0.2238982,0.06776103,NA,NA,NA,NA,NA,NA,"Mayor","1064","Cincinnati","City of Cincinnati","1600000US3915000","3915000","Ohio","OH","2","3","39",296943,39.1399,-84.5064,32.5,48,52,49.3,44.8,2.8,38.9,61.1,"https://www.cincinnati-oh.gov/cityofcincinnati/","mayor.cranley","709165882497671","https://www.facebook.com/mayor.cranley","johncranley","twitter.com/JohnCranley"
"1064","1065","Frank Jackson","Jackson","Frank",1,0,0,1,0,0,0,1,0,0,-0.4244789,0.06152706,NA,NA,NA,NA,NA,NA,"Mayor","1065","Cleveland","City of Cleveland","1600000US3916000","3916000","Ohio","OH","2","3","39",396815,41.4781,-81.6795,35.7,48,52,37.3,53.3,10,44.1,55.9,"www.city.cleveland.oh.us/","CityofCleveland","97728096961","https://www.facebook.com/CityofCleveland/","clemayorjackson","https://twitter.com/CLEMayorJackson"
"1065","1066","Carol Roe","Roe","Carol",0,1,1,0,0,0,NA,NA,NA,NA,-0.533902,0.12884362,NA,NA,NA,NA,NA,NA,"Mayor","1066","Cleveland Heights","City of Cleveland Heights","1600000US3916014","3916014","Ohio","OH","2","3","39",46121,41.5111,-81.5618,35.8,46.6,53.4,49.8,42.5,2,56.3,43.7,"https://www.clevelandheights.com/",NA,NA,NA,"clvhtsgov","https://twitter.com/ClvHtsGov"
"1066","1067","Andrew Ginther","Ginther","Andrew",1,0,1,0,0,0,0,1,0,0,-0.2551894,0.04195705,NA,NA,NA,NA,NA,NA,"Mayor","1067","Columbus","City of Columbus","1600000US3918000","3918000","Ohio","OH","2","3","39",787033,39.9848,-82.985,31.2,48.8,51.2,61.5,28,5.6,47,53,"https://www.columbus.gov/","andyginther","1571532933060198","https://www.facebook.com/andyginther","mayorginther","twitter.com/MayorGinther"
"1067","1068","Don Walters","Walters","Don",1,0,1,0,0,0,NA,NA,NA,NA,0.02027697,0.11874645,NA,NA,NA,NA,NA,NA,"Mayor","1068","Cuyahoga Falls","City of Cuyahoga Falls","1600000US3919778","3919778","Ohio","OH","2","3","39",49652,41.1829,-81.553,39.4,47.3,52.7,93.4,3.3,1.4,63.6,36.4,"www.cityofcf.com/","mayordonwalters","211129509042971","https://www.facebook.com/mayordonwalters/","mayorwalters","https://twitter.com/MayorWalters"
"1068","1069","Nan Whaley","Whaley","Nan",0,1,1,0,0,0,0,1,0,0,-0.2459614,0.09048901,NA,NA,NA,NA,NA,NA,"Mayor","1069","Dayton","City of Dayton","1600000US3921000","3921000","Ohio","OH","2","3","39",141527,39.7774,-84.1996,34.4,48.7,51.3,51.7,42.9,3,49.9,50.1,"https://www.daytonohio.gov/","mayornanwhaley","78121538968","https://www.facebook.com/mayornanwhaley","nanwhaley","twitter.com/nanwhaley"
"1069","1070","Carolyn Riggle","Riggle","Carolyn",0,1,1,0,0,0,NA,NA,NA,NA,0.13637322,0.13957262,NA,NA,NA,NA,NA,NA,"Mayor","1070","Delaware","City of Delaware","1600000US3921434","3921434","Ohio","OH","2","3","39",34753,40.2866,-83.0749,33.2,48,52,90.6,4.5,2.5,60.9,39.1,"www.co.delaware.oh.us/","CityofDelaware","151114261652","https://www.facebook.com/CityofDelaware/",NA,NA
"1070","1071","Greg Peterson","Peterson","Greg",1,0,1,0,0,0,NA,NA,NA,NA,0.04740909,0.14400238,NA,NA,NA,NA,NA,NA,"Mayor","1071","Dublin","City of Dublin","1600000US3922694","3922694","Ohio","OH","2","3","39",41751,40.1113,-83.1443,38.3,49.4,50.6,80.5,1.8,1.8,79.2,20.8,"dublinohiousa.gov/","dublinohio","146424264420","https://www.facebook.com/dublinohio/","dublinohio","https://twitter.com/DublinOhio"
"1071","1072","Holly Brinda","Brinda","Holly",0,1,1,0,0,0,NA,NA,NA,NA,-0.0301305,0.12392368,NA,NA,NA,NA,NA,NA,"Mayor","1072","Elyria","City of Elyria","1600000US3925256","3925256","Ohio","OH","2","3","39",54533,41.3735,-82.108,38.1,47.8,52.2,78.1,15.5,4.9,60.9,39.1,"www.cityofelyria.org/",NA,NA,"https://www.facebook.com/Holly-Brinda-Elyria-Mayor-105935412816746/","hollybrinda","twitter.com/HollyBrinda"
"1072","1073","Kirsten Gail","Gail","Kirsten",0,1,1,0,0,0,NA,NA,NA,NA,-0.0548435,0.1284185,NA,NA,NA,NA,NA,NA,"Mayor","1073","Euclid","City of Euclid","1600000US3925704","3925704","Ohio","OH","2","3","39",48920,41.5922,-81.5197,41,44.8,55.2,43.8,52.6,1.6,54,46,"www.cityofeuclid.com/",NA,NA,NA,"cityofeuclid","https://twitter.com/cityofeuclid"
"1073","1074","Dan Kirkpatrick","Kirkpatrick","Dan",1,0,1,0,0,0,NA,NA,NA,NA,0.01245656,0.14279628,NA,NA,NA,NA,NA,NA,"Mayor","1074","Fairborn","City of Fairborn","1600000US3925914","3925914","Ohio","OH","2","3","39",32352,39.7953,-84.0113,32.4,48.9,51.1,84.8,7.7,2.4,50.7,49.3,"https://ci.fairborn.oh.us/",NA,NA,NA,"danforfairborn","https://twitter.com/DanforFairborn"
"1074","1075","Steve Miller","Miller","Steve",1,0,1,0,0,0,NA,NA,NA,NA,0.20992171,0.12565787,NA,NA,NA,NA,NA,NA,"Mayor","1075","Fairfield","City of Fairfield","1600000US3925970","3925970","Ohio","OH","2","3","39",42510,39.3314,-84.5427,38.3,48.2,51.8,79,12.8,5.5,63.8,36.2,"https://www.fairfield-city.org/",NA,NA,NA,"fairfieldoh","https://twitter.com/fairfieldoh"
"1075","1076","Lydia Mihalik","Mihalik","Lydia",0,1,1,0,0,0,NA,NA,NA,NA,0.18083543,0.14066248,NA,NA,NA,NA,NA,NA,"Mayor","1076","Findlay","City of Findlay","1600000US3927048","3927048","Ohio","OH","2","3","39",41202,41.0459,-83.6376,35.9,47.6,52.4,91.2,2.2,5.7,60.4,39.6,"https://www.findlayohio.com/","MayorLydiaMihalik","1842841189263254","https://www.facebook.com/MayorLydiaMihalik","lydiamihalik","twitter.com/LydiaMihalik"
"1076","1077","Thomas Kneeland","Kneeland","Thomas",1,0,1,0,0,0,NA,NA,NA,NA,0.03719201,0.1320471,NA,NA,NA,NA,NA,NA,"Mayor","1077","Gahanna","City of Gahanna","1600000US3929106","3929106","Ohio","OH","2","3","39",33248,40.0367,-82.8799,39.4,47.9,52.1,82.1,11.2,2.6,75,25,"www.gahanna.gov/","MayorKneeland","1562762103961530","https://www.facebook.com/mayorkneeland/","mayorkneeland","https://twitter.com/MayorKneeland"
"1077","1078","Richard Stage","Stage","Richard",1,0,1,0,0,0,NA,NA,NA,NA,0.321971,0.14360843,NA,NA,NA,NA,NA,NA,"Mayor","1078","Grove City","City of Grove City","1600000US3932592","3932592","Ohio","OH","2","3","39",35575,39.8665,-83.0664,37.8,48.3,51.7,92.6,2.8,2.6,69.6,30.4,"www.grovecityohio.gov/",NA,NA,NA,NA,NA
"1078","1079","Pat Moeller","Moeller","Pat",1,0,1,0,0,0,NA,NA,NA,NA,0.20372263,0.1216789,NA,NA,NA,NA,NA,NA,"Mayor","1079","Hamilton","City of Hamilton","1600000US3933012","3933012","Ohio","OH","2","3","39",62477,39.3943,-84.5655,35.3,48.8,51.2,84,8.5,6.4,55.9,44.1,"https://www.hamilton-city.org/",NA,NA,NA,"mayormoeller","https://twitter.com/mayormoeller"
"1079","1080","Donald Schonhardt","Schonhardt","Donald",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mayor","1080","Hilliard","City of Hilliard","1600000US3935476","3935476","Ohio","OH","2","3","39",28435,40.0376,-83.1497,35.9,48.8,51.2,88.5,3,2.3,79.2,20.8,"hilliardohio.gov/",NA,NA,NA,"hilliardmayor","https://twitter.com/HilliardMayor"
"1080","1081","Jeff Gore","Gore","Jeff",1,0,1,0,0,0,NA,NA,NA,NA,0.05201162,0.11821372,NA,NA,NA,NA,NA,NA,"Mayor","1081","Huber Heights","City of Huber Heights","1600000US3936610","3936610","Ohio","OH","2","3","39",38101,39.8589,-84.1129,37.4,48.3,51.7,79.6,13,3.1,71.9,28.1,"https://www.hhoh.org/","HuberHeightsmayor","1742812216033068","https://www.facebook.com/HuberHeightsMayor/",NA,NA
"1081","1082","Jerry Fiala","Fiala","Jerry",1,0,1,0,0,0,NA,NA,NA,NA,-0.1109482,0.15034469,NA,NA,NA,NA,NA,NA,NA,"1082","Kent",NA,"1600000US3939872","3939872","Ohio","OH","2","3","39",28904,41.1491,-81.3611,22.7,46.3,53.7,83.1,9.6,2.2,37,63,"www.kentohio.org/",NA,NA,NA,NA,NA
"1082","1083","Don Patterson","Patterson","Don",1,0,1,0,0,0,NA,NA,NA,NA,0.10936737,0.11267795,NA,NA,NA,NA,NA,NA,"Mayor","1083","Kettering","City of Kettering","1600000US3940040","3940040","Ohio","OH","2","3","39",56163,39.696,-84.1504,40.9,47.7,52.3,92.6,3.3,2.1,64.7,35.3,"https://www.ketteringoh.org/",NA,NA,NA,"ketteringmayor","https://twitter.com/KetteringMayor"
"1083","1084","Michael Summers","Summers","Michael",1,0,1,0,0,0,NA,NA,NA,NA,-0.3577305,0.12210807,NA,NA,NA,NA,NA,NA,"Mayor","1084","Lakewood","City of Lakewood","1600000US3941664","3941664","Ohio","OH","2","3","39",52131,41.4839,-81.8017,35.4,49.1,50.9,87.5,6.4,4.1,43.3,56.7,"www.onelakewood.com/",NA,NA,NA,"lakewoodmayor","twitter.com/LakewoodMayor"
"1084","1085","David Scheffler","Scheffler","David",1,0,1,0,0,0,NA,NA,NA,NA,0.16378494,0.13234963,NA,NA,NA,NA,NA,NA,"Mayor","1085","Lancaster","City of Lancaster","1600000US3941720","3941720","Ohio","OH","2","3","39",38780,39.7247,-82.6053,37.5,48,52,95.9,1,1.6,57.8,42.2,"https://www.ci.lancaster.oh.us/",NA,NA,NA,"mayorscheff","twitter.com/MayorScheff"
"1085","1086","David Berger","Berger","David",1,0,1,0,0,0,NA,NA,NA,NA,0.1432626,0.15536373,NA,NA,NA,NA,NA,NA,"Mayor","1086","Lima","City of Lima","1600000US3943554","3943554","Ohio","OH","2","3","39",38771,40.7407,-84.1121,32.9,52.8,47.2,67.1,26.4,3.7,50.6,49.4,"www.cityhall.lima.oh.us/",NA,NA,NA,"mayor_berger","https://twitter.com/mayor_berger"
"1086","1087","Chase Ritenauer","Ritenauer","Chase",1,0,1,0,0,0,0,1,0,0,-0.1461514,0.12334013,NA,NA,NA,NA,NA,NA,"Mayor","1087","Lorain","City of Lorain","1600000US3944856","3944856","Ohio","OH","2","3","39",64097,41.4388,-82.1797,36.8,47.5,52.5,67.9,17.6,25.2,57.8,42.2,"www.loraincounty.us/",NA,NA,NA,"mayorchase","https://twitter.com/MayorChase"
"1087","1088","Timothy Theaker","Theaker","Timothy",1,0,1,0,0,0,NA,NA,NA,NA,0.24442794,0.12951761,NA,NA,NA,NA,NA,NA,"Mayor","1088","Mansfield","City of Mansfield","1600000US3947138","3947138","Ohio","OH","2","3","39",47821,40.7667,-82.5308,38.5,53,47,73.3,22.1,1.9,54,46,"www.ci.mansfield.oh.us/",NA,NA,"https://www.facebook.com/Tim-Theaker-Mayor-of-Mansfield-142073555850414/",NA,NA
"1088","1089","Scott Schertzer","Schertzer","Scott",1,0,1,0,0,0,NA,NA,NA,NA,0.01825472,0.12991266,NA,NA,NA,NA,NA,NA,"Mayor","1089","Marion","City of Marion","1600000US3947754","3947754","Ohio","OH","2","3","39",36837,40.5933,-83.123,37.3,54.9,45.1,86.7,9.6,3,57.4,42.6,"www.marionohio.us/","votescottschertzer","104663143544374","https://www.facebook.com/votescottschertzer/",NA,NA
"1089","1090","Victor Kidd","Kidd","Victor",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mayor","1090","Mason","City of Mason","1600000US3948188","3948188","Ohio","OH","2","3","39",30712,39.3518,-84.3022,38.4,48.5,51.5,85.1,3.3,3.2,83.5,16.5,"https://www.imaginemason.org/",NA,NA,NA,NA,NA
"1090","1091","Kathy Catazaro-Perry","Catazaro-Perry","Kathy",0,1,1,0,0,0,NA,NA,NA,NA,-0.0842995,0.13249662,NA,NA,NA,NA,NA,NA,"Mayor","1091","Massillon","City of Massillon","1600000US3948244","3948244","Ohio","OH","2","3","39",32149,40.7838,-81.5266,40.1,48.5,51.5,87.4,8.8,2,66.5,33.5,"www.massillonohio.com/","KeepKathyMayor","507401819413302","https://www.facebook.com/KeepKathyMayor/","catazaro","twitter.com/Catazaro"
"1091","1092","John Krueger","Krueger","John",1,0,1,0,0,0,NA,NA,NA,NA,0.16214471,0.12829043,NA,NA,NA,NA,NA,NA,"Council President","1092","Mentor","City of Mentor","1600000US3949056","3949056","Ohio","OH","2","3","39",47159,41.6902,-81.3359,44.8,48.4,51.6,96.3,1,1.3,85.5,14.5,"https://www.oh-mentor.com/",NA,NA,NA,NA,NA
"1092","1093","Lawrence Mulligan","Mulligan","Lawrence",1,0,1,0,0,0,NA,NA,NA,NA,0.1798678,0.13137465,NA,NA,NA,NA,NA,NA,"Mayor","1093","Middletown","City of Middletown","1600000US3949840","3949840","Ohio","OH","2","3","39",48694,39.503,-84.3649,38.3,47.5,52.5,83.3,11.7,3.8,53.9,46.1,"https://www.cityofmiddletown.org/","Mulligan4Middletown","123153367776335","https://www.facebook.com/Mulligan4Middletown/",NA,NA
"1093","1094","Jeff Hall","Hall","Jeff",1,0,1,0,0,0,NA,NA,NA,NA,0.13196956,0.12508718,NA,NA,NA,NA,NA,NA,"Mayor","1094","Newark","City of Newark","1600000US3954040","3954040","Ohio","OH","2","3","39",47573,40.0697,-82.4249,37.3,47.8,52.2,92.8,3.3,1.2,56.4,43.6,"www.newarkohio.net/",NA,NA,NA,NA,NA
"1094","1095","Kevin Kennedy","Kennedy","Kevin",1,0,1,0,0,0,NA,NA,NA,NA,-0.0094127,0.14572432,NA,NA,NA,NA,NA,NA,"Mayor","1095","North Olmsted","City of North Olmsted","1600000US3956882","3956882","Ohio","OH","2","3","39",32718,41.415,-81.919,43.5,48.3,51.7,92.6,2,3.5,76.3,23.7,"https://www.north-olmsted.com/",NA,NA,NA,NA,NA
"1095","1096","G David Gillock","Gillock","G David",1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mayor","1096","North Ridgeville","City of North Ridgeville","1600000US3956966","3956966","Ohio","OH","2","3","39",29465,41.3862,-82.0247,40.7,49.1,50.9,95,1.5,3.3,90,10,"www.nridgeville.org/",NA,NA,NA,NA,NA
"1096","1097","Robert Stefanik","Stefanik","Robert",1,0,1,0,0,0,NA,NA,NA,NA,-0.014647,0.14679139,NA,NA,NA,NA,NA,NA,"Mayor","1097","North Royalton","City of North Royalton","1600000US3957008","3957008","Ohio","OH","2","3","39",30444,41.3137,-81.7452,43.5,48.8,51.2,94.6,1.1,1.6,71.6,28.4,"www.northroyalton.org/",NA,NA,NA,NA,NA
